date,company,open_price,high_price,low_price,close_price,volume,market_sentiment
2026-01-31,Google,201.91,1122.11,1300.18,1403.8,35673821,Bullish
2026-02-01,Netflix,677.69,669.9,440.81,1350.02,36106529,Bullish
2026-02-02,Amazon,899.2,95.83,1269.95,883.04,39036501,Bearish
2026-02-03,Tesla,1116.69,532.72,854.36,769.9,15646566,Bullish
2026-02-04,Apple,1187.63,1517.4,584.04,818.1,42027723,Bullish
2026-02-05,Google,840.74,1333.35,410.67,751.25,13823545,Neutral
2026-02-06,Amazon,451.53,1475.54,764.52,377.5,39734558,Neutral
2026-02-07,Tesla,1113.32,980.9,1310.08,1037.57,3595788,Neutral
2026-02-08,Apple,517.9,1011.72,477.39,387.67,25389207,Bullish
2026-02-09,Meta,654.95,503.62,1180.93,950.06,20287448,Neutral
2026-02-10,Amazon,354.08,1399.8,775.42,703.1,33726509,Neutral
2026-02-11,Meta,1323.38,909.92,1237.35,514.8,19704452,Neutral
2026-02-12,Meta,250.96,443.63,105.36,1290.06,4689268,Bearish
2026-02-13,Google,422.88,767.24,75.26,169.8,35818334,Bearish
2026-02-14,Google,1063.91,965.84,1176.5,738.0,25602699,Bullish
2026-02-15,Amazon,903.03,718.38,863.05,881.29,36475686,Bearish
2026-02-16,Google,617.97,289.95,192.17,1471.85,39658231,Bearish
2026-02-17,Amazon,919.35,1330.54,813.2,880.14,3847084,Neutral
2026-02-18,Amazon,1110.4,1092.14,517.38,846.4,13972793,Neutral
2026-02-19,Meta,894.54,937.33,886.86,912.04,42484809,Bearish
2026-02-20,Microsoft,60.24,1513.75,849.0,1046.28,23173953,Bullish
2026-02-21,Tesla,787.9,1540.76,1272.71,1446.38,14673188,Bullish
2026-02-22,Microsoft,196.97,1521.04,1198.12,215.75,2059914,Bullish
2026-02-23,Amazon,1107.31,117.18,60.48,608.38,15655574,Bearish
2026-02-24,Microsoft,55.57,1472.02,1257.76,217.76,4472713,Bearish
2026-02-25,Netflix,363.63,526.42,1137.3,377.76,14307329,Bullish
2026-02-26,Amazon,969.91,1031.69,541.55,1147.88,32595953,Bearish
2026-02-27,Apple,1278.46,1547.76,374.02,1018.4,7641264,Bearish
2026-02-28,Microsoft,94.29,1368.82,567.72,649.49,26164498,Bullish
2026-03-01,Apple,442.91,313.06,274.49,769.36,44613285,Neutral
2026-03-02,Microsoft,883.27,774.45,344.4,763.46,45618610,Bearish
2026-03-03,Amazon,857.91,193.45,65.76,725.64,5023130,Bullish
2026-03-04,Tesla,1209.57,83.6,286.36,846.64,19980799,Bearish
2026-03-05,Google,652.61,1391.22,1251.57,1119.86,30025365,Bullish
2026-03-06,Meta,1297.66,695.05,923.18,801.21,6506324,Bullish
2026-03-07,Netflix,608.51,590.44,649.55,518.06,13879361,Bearish
2026-03-08,Google,838.38,1398.14,917.21,1023.16,792208,Bullish
2026-03-09,Netflix,699.88,792.8,884.02,685.64,30493995,Bullish
2026-03-10,Meta,823.22,1524.37,949.4,892.99,46493973,Bullish
2026-03-11,Apple,251.78,270.61,368.55,760.85,43459842,Bearish
2026-03-12,Microsoft,1158.68,873.69,982.16,1026.2,9811676,Bullish
2026-03-13,Apple,254.71,585.12,54.68,1156.02,31835623,Bearish
2026-03-14,Tesla,700.3,63.62,1416.46,90.99,3118171,Bullish
2026-03-15,Netflix,973.5,1262.29,585.4,790.24,21060395,Bearish
2026-03-16,Microsoft,370.18,704.33,1183.27,244.36,33438088,Bearish
2026-03-17,Google,1480.24,778.57,593.65,403.67,7665855,Bearish
2026-03-18,Tesla,1042.27,1382.8,377.65,1425.14,16980733,Bullish
2026-03-19,Amazon,235.62,156.64,363.01,944.76,26912826,Bullish
2026-03-20,Tesla,1483.25,996.08,1175.75,414.68,6271517,Bearish
2026-03-21,Microsoft,547.33,1277.13,995.17,145.94,42877539,Bullish
2026-03-22,Meta,1281.96,856.04,231.61,103.28,43003196,Neutral
2026-03-23,Netflix,538.8,1474.32,680.47,948.62,37123441,Bullish
2026-03-24,Microsoft,916.84,187.18,579.17,788.24,41124049,Bullish
2026-03-25,Google,1106.46,1157.58,106.15,898.52,40304123,Bearish
2026-03-26,Apple,628.48,1344.92,1162.84,1122.23,30865285,Bearish
2026-03-27,Tesla,1476.58,311.42,918.77,352.01,40262147,Bearish
2026-03-28,Amazon,1338.35,377.26,904.78,1258.03,5529411,Bearish
2026-03-29,Tesla,397.01,801.45,1202.85,569.03,1698227,Bullish
2026-03-30,Netflix,1032.47,720.27,919.52,1186.37,17610705,Neutral
2026-03-31,Google,678.81,1006.33,921.23,1091.32,6012415,Bearish
2026-04-01,Apple,1344.45,1220.32,422.52,1004.89,31327581,Bearish
2026-04-02,Apple,274.26,740.25,285.46,1246.93,46217464,Bullish
2026-04-03,Tesla,1137.59,201.88,693.77,92.65,26970182,Bullish
2026-04-04,Netflix,612.87,427.14,587.31,618.96,37690515,Neutral
2026-04-05,Tesla,791.25,316.8,1052.55,155.06,681586,Bullish
2026-04-06,Meta,1052.64,1046.04,217.04,530.0,6194525,Neutral
2026-04-07,Apple,352.26,1148.79,303.23,1093.61,17851306,Bearish
2026-04-08,Google,196.81,765.89,235.71,126.87,45144429,Neutral
2026-04-09,Meta,432.4,1313.31,186.89,191.2,44861733,Neutral
2026-04-10,Tesla,644.22,633.17,1237.41,355.3,20389341,Bearish
2026-04-11,Netflix,482.01,981.58,62.91,1345.87,30577056,Bearish
2026-04-12,Google,365.07,1520.64,1010.04,727.08,43908108,Neutral
2026-04-13,Microsoft,1076.16,1046.21,1430.65,769.9,7800544,Bullish
2026-04-14,Netflix,1150.65,769.21,1377.07,648.57,33312462,Bullish
2026-04-15,Microsoft,1352.92,1337.38,420.08,688.33,14666222,Bullish
2026-04-16,Amazon,474.55,282.63,1028.33,468.76,45309848,Neutral
2026-04-17,Meta,1098.99,1053.36,263.28,323.85,27804397,Bearish
2026-04-18,Meta,166.66,1300.18,1379.93,1272.95,6158584,Bullish
2026-04-19,Netflix,350.43,1086.64,359.07,1451.79,48799227,Bearish
2026-04-20,Amazon,250.1,425.27,491.83,471.65,9657775,Bearish
2026-04-21,Amazon,389.46,206.94,48.95,681.17,3138938,Neutral
2026-04-22,Apple,1071.79,845.44,666.77,723.43,16697955,Bearish
2026-04-23,Amazon,307.36,355.99,207.48,1020.64,34183010,Neutral
2026-04-24,Meta,1129.28,1209.92,318.58,421.96,4754754,Bullish
2026-04-25,Apple,744.06,414.99,251.44,998.83,14871563,Bearish
2026-04-26,Amazon,1110.39,955.71,547.81,1222.34,48292268,Bullish
2026-04-27,Netflix,795.13,1443.33,555.88,1467.97,44379688,Bearish
2026-04-28,Google,634.96,1184.39,1177.27,983.89,11754253,Bullish
2026-04-29,Meta,1428.91,762.2,855.98,533.24,11705072,Bearish
2026-04-30,Amazon,1120.21,1171.06,223.21,164.21,28710424,Bullish
2026-05-01,Netflix,1230.66,848.69,585.61,846.46,49981847,Neutral
2026-05-02,Meta,773.49,1495.47,1423.33,844.34,33446230,Bullish
2026-05-03,Amazon,127.69,1017.0,944.57,601.6,17363678,Bearish
2026-05-04,Amazon,873.78,391.3,1195.8,1084.56,31460443,Neutral
2026-05-05,Netflix,864.59,176.18,836.78,764.47,31489389,Neutral
2026-05-06,Apple,1312.27,444.08,203.02,1361.71,43155084,Neutral
2026-05-07,Tesla,1020.07,490.75,743.09,347.75,8593658,Bearish
2026-05-08,Amazon,75.7,270.84,422.88,455.0,10791398,Bullish
2026-05-09,Netflix,436.24,1383.22,196.84,85.86,982824,Neutral
2026-05-10,Microsoft,1148.27,892.16,883.22,1221.54,33587483,Neutral
2026-05-11,Amazon,785.19,669.67,705.37,751.94,15343180,Neutral
2026-05-12,Microsoft,1079.36,1401.82,118.63,1087.58,26357190,Bearish
2026-05-13,Tesla,830.28,224.92,758.48,851.12,37162512,Bullish
2026-05-14,Meta,614.53,649.45,1321.44,101.27,37626596,Neutral
2026-05-15,Microsoft,1290.64,714.61,1016.24,1415.7,39281318,Bearish
2026-05-16,Amazon,388.09,187.28,1288.05,420.16,36034303,Bullish
2026-05-17,Tesla,67.88,1107.2,1025.12,56.82,41704943,Bearish
2026-05-18,Meta,149.31,590.85,196.08,1058.02,21363568,Bearish
2026-05-19,Google,198.36,679.64,612.6,139.64,4442356,Bearish
2026-05-20,Meta,857.16,417.35,892.87,892.73,12524861,Neutral
2026-05-21,Amazon,721.27,547.0,293.89,341.8,11531138,Neutral
2026-05-22,Amazon,408.95,132.82,991.07,958.52,22147689,Bearish
2026-05-23,Microsoft,142.16,1263.03,1020.29,222.8,37272048,Bearish
2026-05-24,Netflix,1058.46,1379.95,1235.52,800.44,21944718,Bullish
2026-05-25,Apple,1216.8,1165.86,1085.62,1204.74,6058796,Bullish
2026-05-26,Google,1105.19,260.18,1110.02,66.93,35323738,Bearish
2026-05-27,Meta,935.34,203.29,223.66,1282.6,22217269,Neutral
2026-05-28,Google,1263.46,148.54,1250.7,1166.05,21820726,Bearish
2026-05-29,Microsoft,550.43,1029.85,918.56,975.43,39483629,Neutral
2026-05-30,Google,298.82,1115.25,637.51,255.9,46538848,Bullish
2026-05-31,Netflix,1230.36,391.48,1204.5,511.33,2612656,Neutral
2026-06-01,Google,869.08,867.84,281.24,236.75,16993110,Neutral
2026-06-02,Google,447.36,404.83,145.5,527.99,32975481,Neutral
2026-06-03,Apple,1371.38,750.86,552.01,1178.03,46937019,Neutral
2026-06-04,Tesla,554.55,314.55,830.11,1231.79,12780045,Neutral
2026-06-05,Apple,1451.94,529.32,610.07,1476.04,8728569,Bearish
2026-06-06,Microsoft,1135.18,428.33,1017.07,76.85,32899005,Bearish
2026-06-07,Amazon,517.54,737.64,367.71,433.69,48614790,Neutral
2026-06-08,Meta,1438.64,1344.52,460.86,110.57,29779019,Bullish
2026-06-09,Meta,59.88,494.15,1433.36,257.89,31500496,Bearish
2026-06-10,Google,499.48,110.97,446.59,1444.88,36959555,Bullish
2026-06-11,Google,1296.97,1019.36,1049.06,864.8,48687929,Bearish
2026-06-12,Google,403.14,1251.75,1098.66,470.24,22825997,Neutral
2026-06-13,Amazon,1071.08,1327.73,411.04,1025.88,43982625,Bearish
2026-06-14,Netflix,1144.54,396.44,242.31,176.42,44320658,Bearish
2026-06-15,Apple,594.83,1097.93,1213.88,67.76,36100786,Bullish
2026-06-16,Tesla,358.29,414.18,1366.82,193.3,42140681,Bearish
2026-06-17,Microsoft,626.92,736.08,689.76,836.11,5712954,Bearish
2026-06-18,Amazon,227.41,780.41,1437.62,223.72,34842005,Bullish
2026-06-19,Amazon,801.06,783.41,172.59,111.77,26909887,Neutral
2026-06-20,Netflix,1432.71,1394.02,1224.5,1238.37,26590523,Bullish
2026-06-21,Tesla,1332.36,761.96,289.9,1038.59,33389602,Neutral
2026-06-22,Amazon,915.89,399.59,864.0,1137.17,48627021,Neutral
2026-06-23,Apple,982.62,268.53,840.49,716.07,49371331,Bullish
2026-06-24,Tesla,899.8,1232.96,1233.74,1404.94,7355240,Bearish
2026-06-25,Meta,1091.83,1338.4,1152.9,1440.66,2880793,Bearish
2026-06-26,Microsoft,367.09,280.59,119.76,439.01,42850225,Neutral
2026-06-27,Meta,461.48,975.59,639.2,696.53,810988,Bullish
2026-06-28,Meta,225.85,837.39,245.88,1036.33,24293245,Bearish
2026-06-29,Tesla,732.38,1329.24,927.56,908.05,6651521,Bearish
2026-06-30,Tesla,258.17,1011.67,1238.84,1124.34,40933253,Neutral
2026-07-01,Amazon,677.71,1060.6,861.67,1330.99,32185664,Bullish
2026-07-02,Meta,1012.66,200.21,345.52,197.9,17862854,Bearish
2026-07-03,Amazon,716.74,173.58,55.62,901.06,14160860,Bearish
2026-07-04,Amazon,1345.73,1323.25,1260.97,586.37,49028426,Bearish
2026-07-05,Apple,245.37,883.74,773.79,653.4,29390866,Bearish
2026-07-06,Tesla,630.29,1329.25,674.55,854.63,32830639,Neutral
2026-07-07,Netflix,1462.46,1191.06,632.5,521.48,44088198,Bearish
2026-07-08,Amazon,247.59,1485.66,902.54,448.05,3636568,Neutral
2026-07-09,Meta,867.83,905.15,143.28,404.06,14567810,Neutral
2026-07-10,Tesla,841.37,532.85,557.22,948.56,20682462,Bullish
2026-07-11,Apple,1386.93,1083.19,544.07,1484.02,3452855,Neutral
2026-07-12,Google,1307.27,1531.11,1396.23,1080.04,23867256,Bearish
2026-07-13,Netflix,942.72,1204.08,843.31,670.44,40427176,Bearish
2026-07-14,Microsoft,1484.66,1381.69,1085.04,1234.31,33946926,Bullish
2026-07-15,Tesla,223.92,170.33,1318.9,590.59,42275178,Bearish
2026-07-16,Meta,1066.49,816.53,109.47,1101.64,8615662,Bearish
2026-07-17,Meta,1114.77,979.82,760.92,1315.93,22615517,Bearish
2026-07-18,Netflix,651.36,480.4,464.03,864.52,12496643,Bullish
2026-07-19,Amazon,1355.75,1009.43,805.95,607.34,24123882,Bearish
2026-07-20,Google,331.22,708.53,760.15,540.81,14798445,Bullish
2026-07-21,Tesla,69.35,1500.13,1247.85,192.56,27591060,Neutral
2026-07-22,Microsoft,75.98,843.9,995.99,1325.57,38636809,Bullish
2026-07-23,Netflix,493.87,1171.1,124.64,1240.53,47651211,Bullish
2026-07-24,Apple,1229.56,1090.72,483.8,844.74,5009322,Bullish
2026-07-25,Netflix,1205.46,1416.9,979.18,935.01,10725334,Bearish
2026-07-26,Netflix,819.38,1351.66,1411.59,212.84,21065764,Bullish
2026-07-27,Meta,607.39,120.2,301.54,505.96,3521546,Neutral
2026-07-28,Meta,1332.03,498.15,841.63,457.65,38987498,Bearish
2026-07-29,Meta,1395.65,1483.83,316.81,863.77,5341605,Neutral
2026-07-30,Netflix,957.92,1012.71,1392.94,1132.25,29421530,Bullish
2026-07-31,Meta,1398.0,659.73,49.16,862.63,31216924,Bearish
2026-08-01,Netflix,697.44,746.42,1189.88,212.31,32457330,Bearish
2026-08-02,Meta,961.31,345.49,1215.75,1106.04,43915496,Bullish
2026-08-03,Microsoft,575.82,425.78,896.98,1353.81,42374890,Bullish
2026-08-04,Amazon,1009.72,1202.45,960.14,1415.88,36033128,Bearish
2026-08-05,Microsoft,1355.77,1330.05,434.01,909.63,37859592,Bearish
2026-08-06,Apple,831.27,415.42,538.26,528.56,46600938,Bearish
2026-08-07,Tesla,699.91,1419.43,616.45,502.13,8867218,Neutral
2026-08-08,Meta,1091.55,1319.84,821.48,163.19,23960558,Bullish
2026-08-09,Tesla,458.18,879.18,1362.11,997.01,36465512,Bearish
2026-08-10,Netflix,891.13,892.66,654.06,808.72,33711371,Bullish
2026-08-11,Google,876.66,684.98,1399.78,1252.21,20508963,Bearish
2026-08-12,Netflix,423.67,1017.14,611.35,53.59,26034174,Bullish
2026-08-13,Apple,170.51,485.78,248.38,793.81,40169336,Bearish
2026-08-14,Microsoft,402.56,1005.89,1396.66,303.22,3951094,Neutral
2026-08-15,Microsoft,119.17,1229.45,780.38,1369.51,17033860,Bearish
2026-08-16,Apple,241.43,1055.18,250.43,1410.7,29007769,Bearish
2026-08-17,Netflix,925.94,333.38,1226.09,1387.09,2742894,Bearish
2026-08-18,Meta,142.86,266.22,902.14,1473.77,19156634,Bearish
2026-08-19,Google,1239.83,1078.19,368.01,824.53,31751225,Neutral
2026-08-20,Tesla,234.66,1090.38,1430.69,263.77,30618262,Bullish
2026-08-21,Netflix,168.53,564.31,719.04,215.62,4385815,Bullish
2026-08-22,Netflix,94.25,1385.16,63.15,194.52,12971817,Bearish
2026-08-23,Apple,490.4,1111.03,499.86,379.97,13824734,Bearish
2026-08-24,Apple,881.66,1141.14,192.13,122.62,18031578,Bullish
2026-08-25,Microsoft,719.42,242.81,1025.52,958.37,4924763,Bearish
2026-08-26,Meta,1094.21,116.26,797.75,827.83,172778,Bearish
2026-08-27,Netflix,1382.21,692.54,1358.74,77.86,41453648,Bullish
2026-08-28,Microsoft,1105.21,1311.48,352.95,920.65,24727310,Bullish
2026-08-29,Microsoft,437.48,171.02,194.59,1484.99,30234278,Bearish
2026-08-30,Amazon,103.55,823.56,220.25,1024.43,251297,Bullish
2026-08-31,Amazon,1017.3,186.7,888.14,1330.76,15346342,Neutral
2026-09-01,Apple,154.3,794.54,1068.69,738.98,24731753,Bearish
2026-09-02,Netflix,821.73,648.59,1055.54,664.9,18230421,Bearish
2026-09-03,Microsoft,574.94,501.14,498.48,1326.37,14443921,Bullish
2026-09-04,Amazon,959.07,1017.22,1286.97,269.74,7629426,Bearish
2026-09-05,Apple,1245.17,961.99,1180.43,1068.45,6825194,Neutral
2026-09-06,Amazon,818.03,1513.34,1432.25,511.14,32140815,Bullish
2026-09-07,Netflix,933.44,1128.94,898.22,986.01,34338878,Bullish
2026-09-08,Google,1193.01,1087.25,1360.32,1477.76,26134056,Bullish
2026-09-09,Tesla,524.68,292.69,385.75,1029.76,42154307,Bullish
2026-09-10,Apple,967.65,1236.28,1015.94,610.83,27546055,Neutral
2026-09-11,Microsoft,152.26,558.46,236.06,1001.69,5405775,Bullish
2026-09-12,Netflix,505.46,363.43,530.24,641.76,42676496,Bearish
2026-09-13,Google,742.7,1153.88,1360.48,794.77,13335078,Bullish
2026-09-14,Microsoft,1440.66,1344.03,614.57,222.39,9024242,Neutral
2026-09-15,Meta,293.5,206.43,162.59,294.9,22875457,Bearish
2026-09-16,Microsoft,1132.95,1012.56,1439.67,505.08,24971436,Bullish
2026-09-17,Google,1166.71,436.4,371.3,71.27,16568264,Bearish
2026-09-18,Apple,736.91,992.19,468.9,1316.21,1585557,Bullish
2026-09-19,Meta,265.54,1041.84,848.85,1351.01,47165934,Neutral
2026-09-20,Netflix,325.6,102.75,1224.62,1326.98,46677936,Neutral
2026-09-21,Tesla,490.01,152.54,803.38,189.04,43324286,Bullish
2026-09-22,Tesla,946.84,175.92,1352.74,624.67,3164508,Bearish
2026-09-23,Amazon,51.13,748.67,229.58,1077.44,6425448,Neutral
2026-09-24,Meta,1187.98,947.19,1113.12,93.76,24866566,Bearish
2026-09-25,Tesla,396.39,1000.02,636.76,659.32,40320948,Neutral
2026-09-26,Google,982.99,119.86,291.98,1223.48,25244724,Bearish
2026-09-27,Netflix,1169.33,1520.86,592.15,533.33,11019978,Neutral
2026-09-28,Microsoft,283.32,1085.18,304.82,1396.3,3190922,Neutral
2026-09-29,Meta,1313.06,1228.35,438.37,939.14,30626841,Bullish
2026-09-30,Tesla,852.56,937.41,778.99,1249.72,16813348,Neutral
2026-10-01,Microsoft,1453.21,526.89,747.62,1123.86,12437906,Bullish
2026-10-02,Microsoft,1477.97,640.47,463.14,638.49,48426875,Bearish
2026-10-03,Google,966.12,187.12,419.13,537.49,9031011,Bearish
2026-10-04,Microsoft,377.75,1387.59,1209.96,952.24,1195806,Bearish
2026-10-05,Netflix,1497.18,995.64,320.85,392.19,4696766,Bearish
2026-10-06,Microsoft,1224.82,1232.86,900.89,1268.77,17980695,Bearish
2026-10-07,Amazon,1468.84,1457.7,1323.38,640.06,47063337,Bullish
2026-10-08,Microsoft,964.07,1389.14,1056.06,1395.65,18572103,Neutral
2026-10-09,Apple,795.68,431.58,625.72,241.06,19175672,Neutral
2026-10-10,Google,1417.03,619.04,677.57,384.85,44037492,Bearish
2026-10-11,Meta,1110.59,1118.17,1252.82,1086.0,40122083,Bearish
2026-10-12,Meta,357.34,170.65,1360.36,864.8,13797463,Bearish
2026-10-13,Apple,963.74,437.57,793.11,1438.35,29982935,Bullish
2026-10-14,Meta,901.22,109.8,946.9,286.69,48050921,Bullish
2026-10-15,Microsoft,1242.6,715.45,1130.92,1195.07,19598896,Neutral
2026-10-16,Microsoft,285.48,766.21,286.72,54.81,47912674,Bullish
2026-10-17,Tesla,1294.11,1021.91,1080.63,1239.47,25527841,Bearish
2026-10-18,Amazon,1288.62,1219.1,317.33,757.43,49238607,Neutral
2026-10-19,Apple,218.73,1539.32,1374.0,983.44,22557111,Neutral
2026-10-20,Apple,220.67,779.44,1337.45,200.42,17369863,Bullish
2026-10-21,Microsoft,647.92,431.74,366.38,253.43,1519027,Bearish
2026-10-22,Google,526.85,836.76,604.74,395.43,21036230,Bearish
2026-10-23,Amazon,1141.38,1506.11,357.65,548.78,44348891,Bearish
2026-10-24,Microsoft,145.26,1140.22,1064.29,931.91,35351120,Bearish
2026-10-25,Meta,825.41,952.09,756.04,815.57,17720453,Bullish
2026-10-26,Apple,414.58,186.45,498.9,1418.68,18375160,Neutral
2026-10-27,Apple,1266.53,1348.65,695.65,993.02,40406812,Bullish
2026-10-28,Microsoft,766.39,629.42,1059.72,1218.63,44825195,Neutral
2026-10-29,Apple,913.97,172.02,680.57,780.57,20857669,Bearish
2026-10-30,Apple,121.97,342.78,1017.35,1189.43,10803948,Neutral
2026-10-31,Meta,1367.77,205.7,348.37,1471.78,33683485,Bearish
2026-11-01,Microsoft,638.54,968.97,881.3,260.74,9041908,Bearish
2026-11-02,Microsoft,1088.96,1474.88,1281.03,1368.78,48706727,Bullish
2026-11-03,Netflix,362.27,333.05,111.45,1298.71,8536067,Bullish
2026-11-04,Google,779.75,262.22,1154.14,1026.0,36843443,Neutral
2026-11-05,Meta,1210.42,642.11,804.72,648.79,6672004,Bearish
2026-11-06,Google,527.12,795.48,790.49,227.08,29747208,Bearish
2026-11-07,Google,514.11,168.65,527.89,193.5,4248762,Bullish
2026-11-08,Microsoft,997.2,1121.63,372.27,417.68,40596878,Bullish
2026-11-09,Apple,333.99,917.16,245.7,1380.3,20349216,Bullish
2026-11-10,Meta,915.08,164.22,1195.28,175.36,8791010,Bearish
2026-11-11,Apple,865.28,1301.39,274.14,1014.34,5473287,Bearish
2026-11-12,Amazon,1338.45,156.04,345.07,1074.37,20664586,Neutral
2026-11-13,Tesla,481.43,763.91,873.11,587.05,33920817,Bullish
2026-11-14,Netflix,303.68,704.77,959.98,986.31,15735454,Bearish
2026-11-15,Google,681.48,811.38,531.52,1458.19,31206712,Bullish
2026-11-16,Netflix,871.24,1024.69,318.5,813.67,33923873,Neutral
2026-11-17,Microsoft,238.08,1329.14,906.18,896.77,41621085,Neutral
2026-11-18,Amazon,624.44,1532.93,347.45,202.95,9596938,Bullish
2026-11-19,Tesla,475.81,1246.34,649.75,1380.56,6610842,Neutral
2026-11-20,Apple,578.13,603.51,342.98,456.16,19590148,Neutral
2026-11-21,Netflix,590.32,1292.08,1295.01,997.37,1580583,Bearish
2026-11-22,Google,434.27,769.61,1273.46,797.76,8064823,Neutral
2026-11-23,Microsoft,561.18,452.38,1305.74,236.16,15014967,Neutral
2026-11-24,Apple,1246.2,586.73,976.85,850.88,12623312,Neutral
2026-11-25,Amazon,1022.13,806.76,975.87,485.88,22584805,Bullish
2026-11-26,Apple,871.86,232.81,175.09,1111.09,32703974,Bearish
2026-11-27,Microsoft,862.3,399.05,1135.45,1305.05,31354210,Bullish
2026-11-28,Amazon,834.67,898.9,727.66,441.01,30200604,Bearish
2026-11-29,Tesla,948.28,978.05,810.51,1276.58,35106950,Bullish
2026-11-30,Netflix,688.43,422.47,1322.32,1117.79,3878600,Neutral
2026-12-01,Apple,450.5,895.29,114.49,1129.01,8563598,Bearish
2026-12-02,Amazon,630.6,263.31,348.87,922.8,43286652,Bullish
2026-12-03,Google,1366.26,106.75,1378.78,575.14,47442536,Neutral
2026-12-04,Meta,585.6,411.32,853.41,1380.75,10784603,Bullish
2026-12-05,Apple,210.1,801.96,723.66,1481.47,41993856,Bullish
2026-12-06,Tesla,1085.57,503.35,1242.0,1133.49,38424558,Neutral
2026-12-07,Amazon,1380.06,936.13,444.53,1115.99,30928891,Neutral
2026-12-08,Meta,233.83,1438.77,796.21,1294.98,17270035,Neutral
2026-12-09,Meta,900.8,1150.02,503.49,622.84,2167205,Bullish
2026-12-10,Tesla,182.88,1042.98,429.11,507.33,49533544,Bullish
2026-12-11,Amazon,272.04,452.36,1142.17,1088.79,1260912,Bearish
2026-12-12,Google,759.88,249.18,952.0,1039.43,44469126,Neutral
2026-12-13,Tesla,538.24,77.7,906.41,83.06,24885265,Bullish
2026-12-14,Meta,509.02,1534.39,160.02,633.73,23977227,Neutral
2026-12-15,Microsoft,534.27,656.29,259.48,1266.28,7168275,Bearish
2026-12-16,Microsoft,304.91,276.49,1318.79,403.09,15458608,Bullish
2026-12-17,Meta,397.11,384.31,716.52,131.84,21000737,Bearish
2026-12-18,Tesla,282.82,900.18,411.61,528.63,16694640,Bearish
2026-12-19,Meta,544.85,1212.52,536.86,150.55,24632683,Bearish
2026-12-20,Google,57.09,540.4,1037.21,849.64,43799170,Bullish
2026-12-21,Microsoft,926.6,1444.84,976.31,303.88,14453975,Bullish
2026-12-22,Microsoft,1346.35,791.83,1146.11,1264.15,1443188,Neutral
2026-12-23,Meta,1113.32,1545.21,805.73,482.21,31521079,Bullish
2026-12-24,Apple,945.4,1378.46,1400.27,991.2,35732147,Bullish
2026-12-25,Meta,1175.73,510.21,380.58,1124.38,7826265,Bullish
2026-12-26,Apple,496.24,261.38,919.05,602.49,24453910,Neutral
2026-12-27,Meta,321.41,1229.66,485.42,1017.85,12132027,Bullish
2026-12-28,Amazon,133.24,1130.34,942.38,281.79,39189039,Bearish
2026-12-29,Amazon,536.89,398.29,1444.0,796.32,41388257,Bullish
2026-12-30,Tesla,730.09,1487.39,1285.84,248.62,31361997,Bearish
2026-12-31,Meta,764.14,559.49,184.15,68.37,36822827,Neutral
2027-01-01,Amazon,116.43,686.1,834.1,73.65,32374421,Bullish
2027-01-02,Netflix,774.29,421.4,157.8,1035.98,31866233,Bearish
2027-01-03,Tesla,541.81,286.88,50.08,1286.89,18274332,Bearish
2027-01-04,Apple,101.18,741.13,498.24,355.88,47534068,Neutral
2027-01-05,Amazon,304.99,1177.49,1245.08,1067.18,6420186,Bullish
2027-01-06,Tesla,277.09,1481.35,757.26,908.7,30332477,Bearish
2027-01-07,Microsoft,111.66,927.02,441.71,1001.9,40549862,Bullish
2027-01-08,Apple,299.98,343.29,427.46,379.5,10051031,Bearish
2027-01-09,Tesla,1057.75,262.79,578.84,180.54,13898836,Neutral
2027-01-10,Netflix,1243.82,677.26,1365.4,984.01,32000908,Bearish
2027-01-11,Microsoft,1443.4,1010.16,1156.38,1243.92,24822470,Bearish
2027-01-12,Netflix,1285.89,921.61,287.67,491.2,19492580,Bullish
2027-01-13,Google,1295.0,89.98,854.37,386.63,15354149,Neutral
2027-01-14,Meta,325.06,666.81,75.05,574.03,18807244,Bullish
2027-01-15,Google,1291.09,195.92,292.88,1307.41,43566910,Bearish
2027-01-16,Tesla,424.9,1351.88,525.84,261.34,23833112,Bearish
2027-01-17,Google,1005.03,68.1,243.26,55.38,2587921,Bearish
2027-01-18,Netflix,515.33,1315.51,658.62,857.2,24952712,Bullish
2027-01-19,Meta,1206.31,1443.37,550.35,787.05,48229377,Neutral
2027-01-20,Tesla,1233.55,72.21,1361.46,851.79,37126489,Bullish
2027-01-21,Netflix,1323.39,1373.59,235.2,1469.99,9933675,Bullish
2027-01-22,Meta,1074.34,957.78,1415.9,519.01,2650536,Bearish
2027-01-23,Meta,1200.39,1513.75,1049.68,1224.39,28849737,Bearish
2027-01-24,Google,1388.98,885.11,1249.43,897.92,37251782,Bullish
2027-01-25,Netflix,766.89,314.75,364.36,421.05,32642143,Neutral
2027-01-26,Netflix,1120.04,1065.71,607.11,70.5,31806594,Bullish
2027-01-27,Amazon,706.33,220.58,1319.27,554.86,4892038,Bullish
2027-01-28,Tesla,918.45,1488.31,229.95,523.43,23230063,Bearish
2027-01-29,Google,649.42,997.63,722.02,1129.28,21611403,Bearish
2027-01-30,Netflix,815.95,600.01,1326.83,142.37,39262404,Neutral
2027-01-31,Amazon,1080.11,99.3,1337.88,1294.31,32887559,Bearish
2027-02-01,Netflix,1155.73,631.18,310.5,483.21,21359560,Bullish
2027-02-02,Apple,1045.74,375.83,1212.07,417.88,42424108,Bearish
